year,volume,url,title,pages,keywords,journal,issn,author,abstract,ENTRYTYPE,ID,number,school,publisher,isbn,booktitle,da,oa,unique-id,doc-delivery-number,journal-iso,usage-count-since-2013,usage-count-last-180-days,times-cited,number-of-cited-references,funding-text,funding-acknowledgement,orcid-numbers,researcherid-numbers,author-email,web-of-science-categories,research-areas,keywords-plus,article-number,doi,affiliation,language,type,address,month,eissn,note,series,esi-hot-paper,esi-highly-cited-paper,organization
1998,,https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=1998-95008-214&site=ehost-live,Elicitation mode effects on group decision-making in a step-level public good social dilemma,,"Elicitation mode effects on group decision-making in a step-level public good social dilemma, Contextual Associations, Group Decision Making, Prosocial Behavior, Social Dilemma, Computer Simulation",,,"Au, Wing Tung","Research in group decision making has long been divided along the lines of categorical, e.g., a guilty versus not-guilty verdict as in a criminal trial, versus continuous decisions, e.g., a monetary budget allocation. The possibility that groups may share the same processes when making these two types of decisions was studied by contrasting groups that made a natural categorical decision (a categorical elicitation mode) with groups that first decided on a numerical value on a corresponding continuous scale, and then derived a categorical choice based on that continuous judgment (a continuous elicitation mode). This elicitation mode difference was examined in a sequential step-level public good social dilemma with a variable provision point. It was found that groups in both elicitation mode conditions followed a similar simple-majority process in making the group decisions. Computer simulations further suggested that group decisions made in the categorical elicitation mode would be more extreme than those in the continuous elicitation mode. A practical implication is that by strategic maneuver (or happenstance) a particular elicitation mode could be adopted, and the group decision could be steered one way or the other. The social dilemma context of the experiment provided the additional opportunity to study the effects of provision point uncertainty on public good provision. Computer simulations based on individuals' contribution decisions found that a fixed provision point would provide a public good more often than would a variable provision point. Although a provision point is often an uncertain forecast and is seldom an exact value, the simulation results suggested that a provision point should be specified as an exact value despite its inherent variability in order to ensure a high public good provision rate. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",article,1998-95008-21419980401,,ProQuest Information & Learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,42,https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=1997-06616-005&site=ehost-live,Joint beliefs in conflictual coordination games,287 - 310,"joint-beliefs equilibrium in crisis-bargaining & public-goods-provision conflictual coordination games, Bargaining, Conflict, Cooperation, Game Theory, Games",Theory and Decision,"0040-5833, 1573-7187","Vanderschraaf, Peter and  Richards, Diana","The traditional solution concept for noncooperative game theory is the Nash equilibrium, which contains an implicit assumption that players' probability distributions satisfy probabilistic independence. However, in games with more than two players, relaxing this assumption results in a more general equilibrium concept based on joint beliefs (P. Vanderschraaf, 1995). This article explores the implications of this joint-beliefs equilibrium concept for two kinds of conflictual coordination games: crisis bargaining and public goods provision. We find that, using updating consistent with Bayes' rule, players' beliefs converge to equilibria in joint beliefs which do not satisfy probabilistic independence. In addition, joint beliefs greatly expand the set of mixed equilibria. On the face of it, allowing for joint beliefs might be expected to increase the prospects for coordination. However, we show that if players use joint beliefs, which may be more likely as the number of players increases, then the prospects for coordination in these games declines vis-à-vis independent beliefs. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",article,1997-06616-00519970501,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,30,https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=1986-24480-001&site=ehost-live,Value orientation and conformity: A study using three types of social dilemma games,77 - 97,"sensitivity to defecting vs cooperating alternative feedback in Prisoner's vs Chicken vs Trust Dilemma game, college students, Conformity (Personality), Cooperation, Non Zero Sum Games, Prisoners Dilemma Game, Feedback",Journal of Conflict Resolution,"0022-0027, 1552-8766","Liebrand, Wim B. and  Wilke, Henk A. and  Vogel, Rob and  Wolters, Fred J.","Employed 3 types of social dilemma games (the Prisoner's Dilemma [PD], the Chicken Dilemma [CD], and the Trust Dilemma [TD]) with 116 male and 10 female undergraduates. Ss, who were classified as either cooperators or defectors, participated in one of the games before and after they received bogus feedback in which they were told that the majority had chosen the defecting alternative (DALT) or that the majority had chosen the cooperative alternative (CALT). Results confirm all 3 hypotheses in that (1) both before and after feedback, defectors made more defecting choices than did cooperators; (2) before and after feedback, more defecting choices were made in the PD than in the CD and in the CD than in the TD; and (3) more defecting choices were made after majority DALT feedback than after majority CALT feedback. Findings also indicate that defectors were especially sensitive to majority DALT feedback in the PD and the TD in that it facilitated their natural inclination to prefer DALT choices. No support for H. H. Kelley and A. J. Stahelski's (see record [rid]1971-02325-001[/rid]) triangle hypothesis was observed. (51 ref) (PsycINFO Database Record (c) 2016 APA, all rights reserved)",article,1986-24480-00119860301,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,14,https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=1981-10385-001&site=ehost-live,"Behavioral similarity, confederate strategy, and sex composition of dyad as determinants of interpersonal judgments and behavior in the Prisoner's Dilemma game",91 - 103,"behavioral similarity & cooperative vs competitive strategy & sex composition of dyad, attitudes toward confederate in Prisoner's Dilemma game, college students, Choice Behavior, Competition, Cooperation, Sex Roles, Strategies, Dyads, Prisoners Dilemma Game, Social Perception",Journal of Research in Personality,"0092-6566, 1095-7251","Knight, George P.","Tested 3 distinct theoretical models relating player's attitudes toward a confederate in the Prisoner's Dilemma game: reinforcing outcome, cultural norm, and social comparison. 48 male and 48 female undergraduate Ss played 100 trials of the Prisoner's Dilemma game with a confederate, who played either a 74% cooperative or 74% competitive predetermined strategy. Ss then filled out the Interpersonal Judgment Scale rating the confederate. Behaviorally similar confederates received more positive evaluations than dissimilar confederates, supporting the social comparison hypothesis. Further, the strategy of the confederate did not influence choice behavior in mixed-sex dyads, suggesting that sex roles may inhibit behaviorally based male–female interaction. The generality of gaming research that has dealt almost exclusively with same-sex dyads is questioned. (46 ref) (PsycInfo Database Record (c) 2020 APA, all rights reserved)",article,1981-10385-00119800301,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,55,https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=1985-24584-001&site=ehost-live,The prisoner's dilemma game and cooperation in the rat,687 - 696,"visual communication in Prisoner's Dilemma game, cooperation, rats, Animal Communication, Cooperation, Prisoners Dilemma Game, Animal Cooperation, Rats",Psychological Reports,"0033-2941, 1558-691X","Gardner, Rick M. and  Corbin, Terry L. and  Beltramo, Janelle S. and  Nickell, Gary S.","Investigated the cooperation in 6 pairs of female albino rats in the prisoner's dilemma game. Ss were taught to make either cooperative or uncooperative responses by running to one or the other end of a T-maze. Two T-mazes were joined together so that Ss could respond simultaneously. Three training procedures were used for each S: maze familiarization, matrix training, and cooperation testing. Ss were run under conditions in which visual communication was present and absent. Mutually uncooperative responses were the most common, and mutually cooperative behaviors were the least preferred. Introduction of a barrier between the mazes, which removed visual communication between pairs, sharply accentuated uncooperative behavior. Data indicate that Ss quickly began responding appropriately according to the payoffs involved. Similarities of the present findings to results with human Ss and the implications of using game theory for studying cooperative behavior in animals are discussed. (16 ref) (PsycINFO Database Record (c) 2019 APA, all rights reserved)",article,1985-24584-00119841201,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,23,https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=1988-20063-001&site=ehost-live,Beliefs and choice behavior at Prisoner's Dilemma Game,48 - 52,"trusting vs suspicious beliefs & choice of strategies at Prisoner's Dilemma game, college students, Attitudes, Choice Behavior, Prisoners Dilemma Game, Suspicion, Trust (Social Behavior), Individuality",Journal of Human Development,0449-2293,"Hashimoto, Hitoshi","Explored the relationship between beliefs a player holds and his/her choice of strategies at the Prisoner's Dilemma Game (PDG). 646 undergraduates in social psychology classes in 3 consecutive years served as Ss. When PDG was instructed in those courses, Ss were asked to play one trial game of a modified PDG. Each S was asked to indicate his/her choice as an initial move ahead of and after being informed of the hypothetical opponent's move. Three months apart, Ss' beliefs (i.e., trusting or suspicious) were assessed. Results show that trusting Ss held serious attitudes toward their own future, while suspicious Ss showed cynical attitudes toward life in general. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",article,1988-20063-00119870101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,22,https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=1987-03768-001&site=ehost-live,Preschoolers' moral actions and emotions in Prisoner's Dilemma,663 - 670,"friendship & emotions & processes of conflict resolution, moral acts in Prisoner's Dilemma game, dyads of 4 yr olds, Conflict Resolution, Emotional States, Friendship, Moral Development, Prisoners Dilemma Game",Developmental Psychology,"0012-1649, 1939-0599","Matsumoto, David and  Haan, Norma and  Yabrove, Gary and  Theodorou, Paola and  Carney, Caroline Cooke","The moral acts of 19 dyads of 4-yr-olds in a cognitively simplified version of Prisoner's Dilemma game were analyzed in relationship to their friendship, emotions, and processes of conflict resolution. Degree of friendship was rated by teachers; 2 sociologists used a Q-sort of group processes to describe the dyads' interactions. The emotions of each S were coded from videotape independently of his/her partner's and with the sound turned off. Moral acts were categorically identified as equalization, reparation, stalemate, default, and betrayal. These acts were also assigned scale scores on a dimension of moral sensitivity that was independently derived from separate work with 143 undergraduates, who judged the 5 acts in all possible paired comparisons and then rated the moral difference between each pair. These data almost perfectly fitted a model of increasing monotonic function. The degree of friendship between the dyads and their interactive processes—group orientation, positive emotional tone, and active involvement—were positively related to sensitive moral action. Their emotions were related to concurrent acts, and more importantly, predicted their subsequent acts even though they seldom talked about morality. Results suggest that if social scientists' search for practical morality is to be successful, emotional communication needs to be considered. (30 ref) (PsycINFO Database Record (c) 2016 APA, all rights reserved)",article,1987-03768-00119860901,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,30,https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=1986-24493-001&site=ehost-live,Cooperation and competition in Prisoner's Dilemma game,116 - 120,"validity of D. W. Griesinger & L. W. Livingston's representation of cooperation & competition assessed by Prisoner's Dilemma game, male college students, Competition, Cooperation, Prisoners Dilemma Game",Psychological Studies,"0033-2968, 0974-9861","Srivastava, Ashok K.","Investigated the validity of a 2-dimensional representation of cooperation and competition developed by D. W. Griesinger and J. W. Livingston (see record [rid]1974-02978-001[/rid]) and studied the manner in which different strategies are related to cooperation and competition. 120 male undergraduates who participated in a modified version of a prisoner's dilemma game served as Ss. Results confirm the Griesinger and Livingston model. (1 ref) (PsycINFO Database Record (c) 2016 APA, all rights reserved)",article,1986-24493-00119850701,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,45,https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=1984-12158-001&site=ehost-live,Motivation losses in small groups: A social dilemma analysis,819 - 828,"loss of small group motivation, college students, Group Participation, Group Performance, Intergroup Dynamics, Motivation",Journal of Personality and Social Psychology,"0022-3514, 1939-1315","Kerr, Norbert L.","A theory developed to account for behavior in social dilemmas—situations in which the rational pursuit of self-interest can lead to collective disaster—was applied to the analysis of group motivation losses. Two group motivation loss effects demonstrated in previous research, the social-loafing effect and the free-rider effect, are shown to follow from social dilemma theories. An experiment with 75 undergraduates was performed to empirically demonstrate a 3rd motivation loss effect, termed the 'sucker' effect. It was hypothesized that group members would reduce their efforts if they had a capable partner who free-rode on their efforts, that is, who was capable of contributing to the group but would not. This prediction was confirmed. The effect was particularly strong in males. Potential remedies for such motivation losses are discussed. (23 ref) (PsycINFO Database Record (c) 2016 APA, all rights reserved)",article,1984-12158-00119831001,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,25,https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=1987-13100-001&site=ehost-live,Standards of justice and quality of power in a social dilemma situation,57 - 65,"merit vs usurpation & proportional vs equal outcomes, harvesting behavior & attitudes toward powerholder in social dilemma situations, group members, Group Dynamics, Social Dilemma, Social Equality, Interpersonal Control, Justice",British Journal of Social Psychology,"0144-6665, 2044-8309","Wilke, Henk A. and  de Boer, Karst L. and  Liebrand, Wim B.","Explored the effect of legitimation of power on subsequent behavior of group members. 120 adult Ss worked in groups of 4, in which 1 group member—the powerholder—was able to take 3 times as many outcomes as the average group member. In half of the groups, this ability of the powerholder was acquired by previous effort expenditure (the merit condition); in the other half of the groups, the power was usurped (the usurpation condition). M. Mulder's (1972) power theory predicts that difference in quality of power has no effect. Insights derived from social justice literature by W. Austin and E. Hatfield (1980) suggest that when the powerholder takes more than the average fellow group member—this being so in the so-called proportional outcomes condition—then the proportionality standard of justice will be introduced. Data support Mulder's quality of power hypothesis. However, a legitimate powerholder later received more social support than a usurper. The standard of justice hypothesis by Austin and Hatfield was sustained, since regular group members in the proportional outcomes condition took fewer outcomes than those in the equal outcomes condition. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",article,1987-13100-00119860201,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,13,https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=1988-16797-001&site=ehost-live,Cooperative choice in decomposed social dilemmas,53 - 63,"cooperative vs competitive choice in decomposed prisoner's dilemma game, level of cooperation, college students, replication, Choice Behavior, Cooperation, Prisoners Dilemma Game, Competition, Experimental Replication",Personality and Social Psychology Bulletin,"0146-1672, 1552-7433","Komorita, Samuel S.","Replicated D. G. Pruitt's (see record [rid]1967-14742-001[/rid]) study of 2-person decomposed prisoner's dilemma games (DPDs) constructed from a 2 by 2 prisoner's dilemma game. Pruitt showed that some DPDs evoked greater cooperation than others, despite the fact that the payoffs were identical in all of the games. Pruitt's findings were interpreted in terms of H. Hamburger's (see record [rid]1974-22892-001[/rid]) 'take-some' and 'give-some' games, and it was hypothesized that DPDs in which the cooperative choice rewards the other members of the group would evoke greater cooperation than DPDs in which the competitive choice punishes the other members. This hypothesis was tested, using 3-person DPDs and 63 male college students. Results support the hypothesis and are discussed in terms of a nonadditive utility hypothesis, decision framing, and a theory of interdependence. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",article,1988-16797-00119870301,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,40,https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=1982-05694-001&site=ehost-live,Person perception and the Type A coronary-prone behavior pattern,1137 - 1149,"motivation to succeed in Prisoner's Dilemma game, attribution processes, Type A vs B male college students, Arousal, Competitive Behavior, Coronary Disease, Game Theory, Humans, Male, Motivation, Personality, Set (Psychology), Social Perception, Achievement Motivation, Attribution, Coronary Prone Behavior",Journal of Personality and Social Psychology,"0022-3514, 1939-1315","Smith, Timothy W. and  Brehm, Sharon S.","Investigated the influence of the Type A behavior pattern on attribution processes using 48 male undergraduates. It was predicted that Type A Ss would be more motivated to succeed in the Prisoner's Dilemma game than would Type B's. Increased motivation to succeed was predicted to lead Type A's to exaggerate the amount of dispositional information they would believe they had inferred from observing the behavior of a future opponent, since such a belief would lead to increased confidence about predicting the target's behavior and thus increase Ss' perceived control over the outcome. Results support the predictions when the hard-driving competitiveness dimension of the Type A pattern was used as the individual difference variable. Moreover, evaluations of future opponents in the Prisoner's Dilemma game also differed as a function of the hard-driving competitive dimension. Results are discussed in terms of a person by situation interactive model of motivational influences on attribution processes and in terms of potential interpersonal effects of the cognitive behavior of Type A individuals. (41 ref) (PsycINFO Database Record (c) 2016 APA, all rights reserved)",article,1982-05694-00119810601,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,89,https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=1980-25782-001&site=ehost-live,Interpersonal behavior of depressive individuals in a mixed-motive game,320 - 332,"depression & power level, interpersonal behavior in Prisoner's Dilemma Game, depressed vs normal college students, Depression, Female, Game Theory, Humans, Interpersonal Relations, Male, Depression (Emotion), Interpersonal Interaction, Prisoners Dilemma Game, Interpersonal Control",Journal of Abnormal Psychology,"0021-843X, 1939-1846","Hokanson, Jack E. and  Sacco, William P. and  Blumberg, Stephen R. and  Landrum, Gregory C.","100 undergraduates were selected as Ss on the basis of their scores on the Beck Depression Inventory, a short form of the MMPI, and the Fear Survey Schedule. Three groups of Ss (depressed, nondepressed/other psychological problems, and normal) interacted with a same-sex normal person in a modified Prisoner's Dilemma procedure in which each player's relative power was manipulated. Dyads also had several opportunities to exchange communications during the game. Results indicate that when depressed Ss were in the high-power role, the interactive pattern in the Prisoner's Dilemma procedure was relatively exploitive and noncooperative. High-power depressed Ss also displayed elevation in communications of self-devaluation/sadness and helplessness. This array of behaviors elicited noncooperativeness, extrapunitiveness, and expressions of helplessness in their normal partners. Depressives in the low-power role exhibited no unique game behaviors but communicated self-devaluation and helpless messages; and in addition, they tended to blame their partner for their devalued condition—a pattern that elicited more ingratiating behaviors in their normal partners. (19 ref) (PsycINFO Database Record (c) 2016 APA, all rights reserved)",article,1980-25782-00119800601,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,21,https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=1986-14467-001&site=ehost-live,The effects of social motives on behavior in social dilemmas in two cultures,86 - 102,"altruistic vs cooperative vs individualistic vs competitive social motive, behavior in social dilemma game, college students, US vs Netherlands, Altruism, Competition, Cooperation, Individuality, Motivation, Cross Cultural Differences, Social Behavior",Journal of Experimental Social Psychology,"0022-1031, 1096-0465","Liebrand, Wim B. and  Van Run, Godfried J.","131 Ss (mean age 21.9 yrs) from California and 139 Ss from The Netherlands participated in a 7-person social dilemma game, presented in terms of a conservation of resources problem. Prior to their decision making in the social dilemma game, S's social motive (altruistic, cooperative, individualistic, competitive) was assessed by means of 2 classification procedures: a decomposed game procedure developed by D. M. Kuhlman and A. Marshello (see record [rid]1976-04565-001[/rid]) and a geometric decomposed procedure developed by the present 1st author (see record [rid]1985-20117-001[/rid]). Based on previous research findings, American Ss were expected to display relatively more competitive social motives, and Dutch Ss relatively more cooperative ones; however, no indications of crosscultural differences were found, either with regard to the distribution of social motives or with regard to the amount of resources taken for self in the social dilemma game. In both locations, competitive Ss took most resources for self, followed by individualistic, cooperative, and altruistic Ss. (31 ref) (PsycINFO Database Record (c) 2017 APA, all rights reserved)",article,1986-14467-00119850101,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,31,https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=1987-21882-001&site=ehost-live,Perceptual illusions and military realities: Results from a computer-simulated arms race,5 - 33,"status quo vs disarmament initiating strategy in prisoner's vs perception dilemma, conflict resolution, college students, implications for political action, Conflict Resolution, Prisoners Dilemma Game, Simulation Games, Strategies, Competition, Cooperation, Political Processes",Journal of Conflict Resolution,"0022-0027, 1552-8766","Plous, S.","Compared the effects of 2 strategies, a matching strategy (called status quo) and a matching strategy preceded by unconditional cooperation (called disarmament initiatives) within the context of a prisoner's dilemma or a perceptual dilemma, using 40 undergraduates. Results indicate that (a) the status quo strategy sustained competitive behavior, attitudes, and emotions in both the prisoner's dilemma and the perceptual dilemma; and (b) the disarmament initiatives strategy induced significantly more cooperation among Ss locked in a perceptual dilemma than those in a prisoner's dilemma. The limitations, extensions, and implications of these findings are discussed in terms of political action. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",article,1987-21882-00119870301,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,12,https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=1985-04028-001&site=ehost-live,Attribution processes in a mixed-motive interaction: The role of active observer's behavior,47 - 61,"cooperation of S & target, attribution for target's cooperation in modified prisoner's dilemma game, college students, Attribution, Cooperation, Prisoners Dilemma Game",Behaviormetrika,"0385-7417, 1349-6964","Murata, Koji","Investigated attribution processes of 56 college students in a cooperation–noncooperation modified prisoner's dilemma game. These processes of the Ss were explored in a 2 × 2 factorial design (S's high or low cooperation and target's high or low cooperation). Results show that Ss attributed the target's high cooperation significantly less to an internal cause when the S's own cooperation was high than when it was low. There was no significant difference in the S's ratings of the internal attribution for the target's low cooperation between the S's cooperation conditions. When Ss attributed less to the internal cause, they had a tendency to attribute the cooperation to their own cooperation. Results confirm that an active observer in a social interaction perceives the causes of another person's behavior as dependent on the observer's own behavior toward the other. Adjective ratings of the target's dispositions support this. (20 ref) (PsycINFO Database Record (c) 2016 APA, all rights reserved)",article,1985-04028-00119820701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,52,https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=1984-05532-001&site=ehost-live,Follow-up analysis of use of forewarning and deception in psychological experiments,899 - 906,"deception & forewarning, performance on Prisoner's Dilemma game, college students, Deception, Experimental Methods",Psychological Reports,"0033-2941, 1558-691X","Allen, David F.","Examined students' reactions to a psychological experiment involving deception and forewarning. A 2 × 2 factorial design consisted of 2 levels of deception (deception present vs deception absent) and 2 levels of forewarning (presence of deception suggested vs presence of deception absent). 48 undergraduates participated in a 2-person Prisoner's Dilemma cooperation game, 12 in each experimental condition. The study showed that (a) deceived Ss performed more competitively than did nondeceived Ss, (b) forewarned Ss recalled the forewarning, and (c) only deceived Ss rated the experiment as worthless, were annoyed with the experiment, and would not recommend the experiment to a friend. Thus, it is possible to inform Ss that deceptions are sometimes used in experiments without necessarily eliminating the possibility that Ss can subsequently be deceived. (18 ref) (PsycINFO Database Record (c) 2016 APA, all rights reserved)",article,1984-05532-00119830601,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,17,https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=1984-03996-001&site=ehost-live,Verbal accounts and attributions of social motives,218 - 225,"verbal accounts for threat in Prisoner's Dilemma Game, attributions for threatener's social motives, male college students, Attribution, Interpersonal Interaction, Motivation, Threat",Journal of Research in Personality,"0092-6566, 1095-7251","Tedeschi, James T. and  Riordan, Catherine A. and  Gaes, Gerald G. and  Kane, Thomas","An experiment with 82 male undergraduates examined the effects of verbal accounts offered by a threatener on targets' subsequent attributions of the threatener's social motives. Following a standardized interaction in a Prisoner's Dilemma game, the Ss' opponent offered 1 of 3 accounts for using threats: cooperative intent, establishment of transrelational equity, or ignorance. In a 4th condition, the confederate offered no account for his actions. Attributions were assessed by having Ss rate each of 4 responses representative of the social motives of cooperation, competition, apathy, and deceit in 5 situations. It was found that the type of account had specific attributional effects. A cooperative account led to a correspondent inference of a cooperative disposition, a transrelational equity account was apparently preceived as illegitimate and led to an attribution of a deceitful motive, and an excuse of ignorance was linked with apathy. (10 ref) (PsycInfo Database Record (c) 2020 APA, all rights reserved)",article,1984-03996-00119830601,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,27,https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=1984-03979-001&site=ehost-live,"Cooperators, competitors, and response to GRIT",521 - 532,"graduated reduction in tension vs tit-for-tat vs cooperation strategies, cooperation in Prisoner's Dilemma Situation, cooperative vs competitive college students, Competition, Cooperation, Prisoners Dilemma Game, Strategies",Journal of Conflict Resolution,"0022-0027, 1552-8766","Lindskold, Svenn and  Walters, Pamela S. and  Koutsourais, Helen","87 college students were classified as cooperators and competitors and participated in a 30-trial Prisoner's Dilemma situation with a simulated other who, after 10 trials of 50% cooperation, followed 1 of 3 strategies during the next 10 trials: graduated reduction in tension (GRIT), tit-for-tat, or 100% cooperation. As predicted, competitors as well as cooperators responded cooperatively only to the GRIT strategy. During the final 10 trials, which were 100% cooperative in all 3 conditions, cooperators were somewhat more cooperative than the competitors. In postexperimental ratings, competitors estimated people in general to be more competitive and untruthful than did cooperators. They also rated themselves as more competitive than did cooperators. (16 ref) (PsycINFO Database Record (c) 2016 APA, all rights reserved)",article,1984-03979-00119830901,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,23,https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=1988-29478-001&site=ehost-live,Individual versus group discontinuity: The role of intergroup contact,250 - 267,"representative vs participative group vs individual conditions, competitive vs cooperative responses in 10 trial prisoner's dilemma game, male vs female college students, Competition, Group Participation, Intergroup Dynamics, Prisoners Dilemma Game, Cooperation, Human Sex Differences",Journal of Experimental Social Psychology,"0022-1031, 1096-0465","Insko, Chester A. and  Pinkley, Robin L. and  Hoyle, Rick H. and  Dalton, Bret and  Hong, Guiyoung and  Slim, Randa M. and  Landry, Pat and  Holton, Brynda and  Ruffin, Paulette F. and  Thibaut, John","Following demonstrations (e.g., D. M. McCallum et al, 1985) of more competitiveness between groups than between individuals in the context of a prisoner's dilemma game matrix, 2 additional conditions were studied using 350 undergraduates. These were a group-all condition (GAC), in which the intergroup contact involved all the members in both groups and an interdependence condition (IC), in which physically separated Ss shared their winnings with the other Ss on the same side of the suite of rooms. Results indicate that there was a tendency for the group-representative (GRC) and GAC to be more competitive than the individuals condition and IC, that the GRC was more competitive than the GAC, and that the IC and individuals condition did not differ. The difference between the GRC and GAC is interpreted as consistent with a prediction that intergroup contact can reduce competitiveness even when there is conflict and the absence of norms requiring cooperative behavior. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",article,1988-29478-00119870501,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,12,https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=1987-18757-001&site=ehost-live,The essential elements of communication in the GRIT strategy,179 - 186,"general vs specific announcements in Graduated & Reciprocated Initiative in Tension-reduction, cooperation in modified Prisoner's Dilemma game, female college students, Cooperation, Motivation, Persuasive Communication, Prisoners Dilemma Game",Personality and Social Psychology Bulletin,"0146-1672, 1552-7433","Lindskold, Svenn and  Han, Gyuseog and  Betz, Brian","Compared the opening general announcement and the specific announcements of each act (components of the graduated and reciprocated initiative in tension-reduction [GRIT] strategy). 100 female undergraduates played a modified Prisoner's Dilemma game. In Exp I, the presence or absence of an opening general announcement of intention was crossed, in a 2 by 2 design, with the presence or absence of specific announcements of individual acts. Results indicate that the general announcement was both necessary and sufficient, whereas the specific messages were ineffective. Results of Exp II indicate that Ss responded more cooperatively to the conciliatory initiatives of the simulated other when the general announcement included an invitation to work together toward a common object. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",article,1987-18757-00119860601,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,51,https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=1987-13093-001&site=ehost-live,Repeated persuasion in interpersonal conflict,1183 - 1188,"single conciliatory vs multiple rephrased statements with vs without annoyance vs no communication, cooperative responding in Prisoner's Dilemma interaction, college students, Conflict, Cooperation, Persuasive Communication, Prisoners Dilemma Game, Persuasion",Journal of Personality and Social Psychology,"0022-3514, 1939-1315","Lindskold, Svenn and  Han, Gyuseog and  Betz, Brian","In two studies, we examined the effects of repeating and rephrasing a statement of intent to act cooperatively in an interdependent relationship. In the first, 128 subjects in a Prisoner's Dilemma interaction opposed a simulated other who followed a constant pattern of choices from trial to trial but used one of four forms of communication of strategic intent: one general conciliatory statement, three statements involving rephrasing, three statements showing annoyance after the first, and no-communication control. All communication treatments prompted a more cooperative response than did the control; the rephrasing treatment was significantly more effective than the single statement. In the second study, 57 subjects were placed in either the standard statement condition or in a slightly revised rephrasing condition. Again, the response to rephrasing enhanced liking for the communicator and perceived trustworthiness and credibility. Rephrasing also made subjects alter their objective; they felt it less appropriate to try to gain more than the other person than did the subjects in the single-statement condition. (19 ref) (PsycInfo Database Record (c) 2020 APA, all rights reserved)",article,1987-13093-00119861201,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
